wavelength,watermilfoil,primrose,tule,soil,waterturbid,waterclear,npv,egeria,hyacinth,sagoturbid,pennywort,cattail,cabomba,curlyleaf,phragmites
2380.330078,0.00436,0.039287,0.022025,0.144958,0.005634,0.004652,0.145593,0.005879,0.026368,0.001433,0.048975,0.028481,0.003656,0.003383,0.05081
2385.340088,0.004093,0.03973,0.017422,0.143152,0.004952,0.002762,0.144402,0.009195,0.022913,0.002453,0.043861,0.023499,0.002147,0.005228,0.049345
2390.350098,0.006153,0.037159,0.02116,0.141822,0.003562,0.002549,0.145509,0.005803,0.021188,0.0033,0.037724,0.028213,0.003193,0.00379,0.052408
2395.350098,0.00359,0.03477,0.024374,0.141175,0.00256,0.00318,0.142868,0.005118,0.023773,0.004507,0.039954,0.024791,0.003691,0.001419,0.050101
2400.360107,0.004951,0.034858,0.023261,0.139643,0.001189,0.002833,0.141358,0.0059,0.022262,0.000754,0.040791,0.023578,0.002781,0.004055,0.05014
2405.370117,0.004272,0.032662,0.01968,0.136262,0.005782,0.003346,0.136514,0.007227,0.022446,0.001187,0.034726,0.024214,0.002363,0.001859,0.050135
2410.379883,0.002363,0.033641,0.01979,0.139718,0.00232,0.003138,0.132955,0.006018,0.021053,0.003273,0.033904,0.024548,0.002855,0.00254,0.04787
2415.389893,0.001638,0.034342,0.018336,0.129742,0.005759,0.00097,0.129416,0.008298,0.022541,0.001694,0.037265,0.027953,0.003152,0.003883,0.048836
2420.399902,0.005396,0.030536,0.014954,0.127922,0.006383,0.005082,0.136869,0.007951,0.021122,0.003718,0.033954,0.024516,0.005012,0.001443,0.042689
2425.409912,0.003691,0.028549,0.018427,0.128908,0.003108,0.004616,0.126827,0.004581,0.019875,0.00137,0.031741,0.023241,0.003879,0.004793,0.041174
2430.409912,0.005178,0.027262,0.018523,0.127352,0.002733,0.004213,0.121446,0.006864,0.018302,0.002111,0.030491,0.020236,0.00268,0.002893,0.040672
2435.419922,0.000555,0.027544,0.016872,0.121458,0.00148,0.007616,0.116732,0.006714,0.016459,0.004636,0.030251,0.019988,0.003112,0.002685,0.045786
2440.429932,0.003739,0.023297,0.017168,0.123855,0.003702,0.004795,0.113483,0.008032,0.016357,0.002463,0.029414,0.01743,0.003368,0.006763,0.034584
2445.439941,0.00327,0.029015,0.023167,0.115432,0.006324,0.006384,0.112473,0.007711,0.017024,0.001214,0.03248,0.015562,0.003442,0.00368,0.040771
2450.449951,0.005939,0.028978,0.004819,0.117878,0.005806,0.002522,0.109582,0.007571,0.022611,0.003458,0.042589,0.024529,0.004809,0.003392,0.041071
2455.459961,0.004165,0.018832,0.015884,0.110839,0.002346,0.00237,0.095745,0.007713,0.01289,0.002181,0.0256,0.021098,0.00365,0.005473,0.032415
2460.469971,0.001067,0.019201,0.014138,0.105987,0.000606,0.003679,0.095722,0.006839,0.020244,0.002012,0.025752,0.020238,0.002627,0.001679,0.030552
2465.47998,0.000351,0.025824,0.018354,0.106447,0.005728,0.004083,0.092012,0.006341,0.022181,0.002655,0.026481,0.019811,0.00546,0.00447,0.031269
2470.47998,0.005867,0.025424,0.011023,0.100596,0.007431,0.006141,0.09548,0.011417,0.014378,0.002345,0.037222,0.020853,0.004162,0.008805,0.026689
2475.48999,0.014208,0.03061,0.013386,0.096498,0.001714,0.007155,0.10168,0.008001,0.022672,0.005009,0.028981,0.031475,0.00388,0.006248,0.035411
2480.5,-0.009626,0.042319,0.062382,0.110436,0.021045,0.01437,0.077521,0.009964,0.044337,0.0117,0.046774,0.04624,0.010712,0.009229,0.043707
2485.51001,0.030156,0.1722,0.056556,0.152025,0.05044,0.026142,0.378742,0.050661,0.145731,0.006156,0.15178,0.175701,0.020261,0.008831,0.157825
2490.52002,0.045586,0.416085,0.342141,0.382004,0.077212,0.029478,0.584793,0.071505,0.354964,0.014043,0.672509,0.704981,0.019798,0.033115,0.147691
2495.530029,0.029349,0.118767,0.040797,0.156188,0.029588,0.012263,0.245005,0.025449,0.150549,0.007963,0.168632,0.161817,0.018166,-0.010717,0.081429
2500.540039,0.004687,0.076037,0.025915,0.11218,0.015997,0.006844,0.138897,0.024148,0.111691,0.008225,0.104613,0.071851,0.005456,0.001959,0.04776
