wavelength,watermilfoil,primrose,tule,soil,waterturbid,waterclear,npv,egeria,hyacinth,sagoturbid,pennywort,cattail,cabomba,curlyleaf,phragmites
1523.849976,0.006456,0.112387,0.04752,0.219588,0.006573,0.005871,0.301525,0.013793,0.074359,0.003974,0.126403,0.063859,0.005567,0.00646,0.131546
1528.849976,0.005822,0.117618,0.048536,0.218868,0.006647,0.005919,0.303071,0.013705,0.078343,0.004402,0.13313,0.065883,0.005837,0.006331,0.13457
1533.859985,0.006572,0.121053,0.04972,0.219746,0.006305,0.005995,0.304251,0.014329,0.081617,0.003969,0.136937,0.067441,0.00611,0.00703,0.138308
1538.869995,0.006732,0.125403,0.051298,0.218747,0.007196,0.006238,0.306633,0.014291,0.084725,0.004474,0.14174,0.068856,0.005874,0.006036,0.140875
1543.880005,0.006733,0.129376,0.051841,0.219532,0.006445,0.006349,0.30882,0.014223,0.090081,0.004162,0.146841,0.071307,0.006237,0.006729,0.142276
1548.890015,0.006712,0.134043,0.052382,0.219218,0.00731,0.006289,0.307711,0.014698,0.093217,0.00435,0.15156,0.072246,0.00631,0.006612,0.146911
1553.900024,0.006719,0.137084,0.053674,0.220303,0.007028,0.006364,0.308952,0.014831,0.098022,0.004669,0.155872,0.073873,0.006521,0.006804,0.149576
1558.910034,0.007147,0.14064,0.055311,0.220559,0.007133,0.006234,0.312429,0.015275,0.100663,0.004923,0.161811,0.076145,0.006671,0.007137,0.152371
1563.910034,0.006859,0.144373,0.056015,0.219364,0.006798,0.006415,0.308645,0.015861,0.104582,0.004843,0.165369,0.078618,0.006626,0.007363,0.157082
1568.920044,0.006747,0.14863,0.056484,0.218043,0.0076,0.006389,0.309509,0.01536,0.108132,0.004415,0.169728,0.07805,0.006405,0.006845,0.159801
1573.930054,0.006593,0.153004,0.058172,0.219898,0.007234,0.00612,0.312908,0.01589,0.11243,0.004265,0.175182,0.080596,0.007031,0.006996,0.159865
1578.939941,0.006946,0.155631,0.058672,0.219167,0.006449,0.006136,0.31513,0.016523,0.117018,0.004144,0.179569,0.082698,0.006476,0.007247,0.16162
1583.949951,0.007152,0.160177,0.060912,0.221227,0.006462,0.006273,0.316788,0.016693,0.119277,0.004507,0.183195,0.084406,0.006907,0.007215,0.1658
1588.959961,0.007103,0.1642,0.061524,0.222121,0.007118,0.006479,0.317801,0.016587,0.122881,0.004574,0.18677,0.085614,0.007058,0.007234,0.167456
1593.969971,0.007327,0.166708,0.062919,0.22206,0.007244,0.006373,0.320259,0.017111,0.125463,0.004516,0.192514,0.08665,0.006629,0.007308,0.170588
1598.97998,0.006643,0.170254,0.063919,0.222094,0.007351,0.006716,0.322608,0.017052,0.128812,0.004635,0.193875,0.089442,0.006936,0.007485,0.174407
1603.97998,0.00688,0.172564,0.064262,0.220552,0.006163,0.006752,0.326977,0.017594,0.13168,0.004108,0.198531,0.092071,0.007022,0.007565,0.176092
1608.98999,0.007162,0.176688,0.066133,0.222539,0.00697,0.006471,0.3282,0.017478,0.134056,0.005348,0.200508,0.092536,0.006847,0.007674,0.177594
1614,0.007577,0.179015,0.06745,0.224459,0.007325,0.006791,0.333431,0.017628,0.137141,0.005161,0.204222,0.094376,0.007193,0.007571,0.180731
1619.01001,0.007147,0.182521,0.067621,0.224268,0.006972,0.006836,0.336279,0.018296,0.140453,0.004929,0.207671,0.096245,0.006993,0.007727,0.183103
1624.02002,0.007912,0.182854,0.068424,0.225166,0.007467,0.006976,0.339592,0.018361,0.144457,0.004995,0.210954,0.098507,0.007319,0.008107,0.186223
1629.030029,0.007846,0.185213,0.069724,0.226155,0.007496,0.006932,0.337973,0.018875,0.144283,0.005469,0.211875,0.099525,0.006693,0.007805,0.188333
1634.040039,0.007706,0.185816,0.070269,0.225571,0.007242,0.006675,0.340655,0.018674,0.146298,0.00497,0.213605,0.099557,0.007188,0.007601,0.18956
1639.040039,0.007967,0.188486,0.071897,0.225693,0.00721,0.007256,0.340501,0.018686,0.148407,0.004785,0.214883,0.101208,0.006966,0.007939,0.191451
1644.050049,0.00771,0.19038,0.073143,0.227063,0.007719,0.007025,0.340529,0.019036,0.150104,0.005229,0.218167,0.102566,0.007109,0.008295,0.192666
1649.060059,0.008163,0.192189,0.073555,0.226335,0.006888,0.006827,0.342458,0.018806,0.152373,0.00522,0.219683,0.102892,0.006993,0.007796,0.193394
1654.069946,0.007414,0.192038,0.073685,0.226083,0.00737,0.006818,0.344137,0.018783,0.153934,0.005195,0.22143,0.103287,0.007218,0.007561,0.194546
1659.079956,0.008441,0.193964,0.073319,0.226347,0.007132,0.00673,0.343699,0.019111,0.155234,0.00509,0.223121,0.103326,0.007095,0.007883,0.198755
1664.089966,0.007694,0.193328,0.073488,0.227112,0.007752,0.007147,0.345775,0.01912,0.154964,0.004614,0.22446,0.102361,0.007428,0.007942,0.195343
1669.099976,0.007477,0.193329,0.072354,0.224744,0.007289,0.007116,0.343133,0.019422,0.154894,0.004862,0.226093,0.10254,0.007406,0.007635,0.193683
1674.109985,0.007517,0.193645,0.072567,0.225516,0.007008,0.006874,0.33652,0.01966,0.15646,0.00506,0.223327,0.1011,0.006908,0.007451,0.193394
1679.109985,0.008064,0.195214,0.072212,0.22779,0.006226,0.006684,0.336982,0.019267,0.156072,0.005101,0.224568,0.102707,0.006659,0.007902,0.194069
1684.119995,0.007894,0.19379,0.071547,0.227597,0.00722,0.006671,0.333339,0.019321,0.155808,0.004443,0.223666,0.102052,0.007046,0.007865,0.193126
1689.130005,0.007847,0.194073,0.072918,0.225665,0.007987,0.007004,0.331647,0.019056,0.155379,0.005256,0.223046,0.101949,0.007186,0.007301,0.190937
1694.140015,0.00752,0.192721,0.071288,0.225535,0.007729,0.006712,0.329471,0.019244,0.155952,0.004523,0.220615,0.100285,0.0071,0.007916,0.192342
1699.150024,0.007406,0.191145,0.070394,0.22648,0.007527,0.006796,0.32836,0.01909,0.154571,0.004796,0.220276,0.099309,0.006833,0.007371,0.189585
1704.160034,0.008317,0.188318,0.070455,0.224571,0.007603,0.006514,0.329216,0.018938,0.152501,0.004386,0.221416,0.098786,0.006827,0.007061,0.190983
1709.170044,0.007724,0.186209,0.06967,0.226062,0.007092,0.00669,0.326041,0.018638,0.153323,0.004377,0.220799,0.097318,0.0072,0.007644,0.187754
1714.170044,0.00707,0.184401,0.068933,0.224737,0.00677,0.006817,0.323288,0.01862,0.151335,0.004166,0.21847,0.095799,0.00707,0.007703,0.185687
1719.180054,0.007373,0.184954,0.068645,0.226222,0.006939,0.006768,0.321759,0.018199,0.149099,0.00482,0.214825,0.095709,0.006424,0.007636,0.184083
1724.189941,0.007354,0.188845,0.067472,0.222716,0.006712,0.006464,0.320049,0.018394,0.148273,0.004584,0.212884,0.094098,0.006524,0.007124,0.180341
1729.199951,0.006721,0.190378,0.066624,0.22502,0.00687,0.006369,0.321319,0.017871,0.144271,0.004655,0.209716,0.093223,0.005889,0.007256,0.180374
1734.209961,0.007339,0.189487,0.066562,0.224924,0.006719,0.006334,0.320452,0.016888,0.142589,0.004576,0.207896,0.091983,0.006265,0.007193,0.181426
1739.219971,0.00746,0.185172,0.066052,0.222919,0.006372,0.005823,0.322877,0.017296,0.138736,0.004182,0.206356,0.092698,0.006587,0.007505,0.181565
1744.22998,0.007405,0.177622,0.065002,0.224073,0.006454,0.00638,0.321783,0.016841,0.13574,0.00389,0.203178,0.091014,0.006399,0.00686,0.179539
1749.23999,0.007113,0.171083,0.064031,0.225028,0.006785,0.006487,0.324646,0.0167,0.133832,0.004004,0.199411,0.091604,0.006512,0.006715,0.175725
1754.23999,0.00676,0.168941,0.064105,0.22436,0.00592,0.006072,0.32355,0.01626,0.132229,0.003822,0.196722,0.090299,0.005971,0.00744,0.176524
1759.25,0.00629,0.16534,0.062552,0.222268,0.005886,0.006163,0.321896,0.016317,0.128177,0.004352,0.191554,0.087697,0.005933,0.007024,0.174958
1764.26001,0.007803,0.164545,0.061783,0.219632,0.006589,0.005921,0.31855,0.016142,0.12637,0.00361,0.190029,0.086634,0.005343,0.006703,0.172893
1769.27002,0.006501,0.160232,0.062838,0.218726,0.005312,0.005033,0.319506,0.01608,0.124856,0.003812,0.188723,0.087038,0.005749,0.006278,0.171529
1774.280029,0.007207,0.159495,0.062421,0.21981,0.005805,0.005473,0.31616,0.015051,0.121418,0.002857,0.187903,0.085717,0.005302,0.006014,0.171636
1779.290039,0.006724,0.159743,0.062005,0.215765,0.005626,0.005041,0.318779,0.014608,0.12211,0.003691,0.187459,0.085934,0.004848,0.005793,0.169689
1784.300049,0.007399,0.158337,0.060511,0.212656,0.005377,0.004892,0.315322,0.01527,0.12232,0.002676,0.18436,0.086092,0.004704,0.005863,0.17221
1789.300049,0.007548,0.157169,0.060777,0.21408,0.007081,0.004822,0.321928,0.013958,0.121049,0.002939,0.182886,0.086522,0.004381,0.006567,0.171576
1794.310059,0.008603,0.166535,0.061703,0.207299,0.005382,0.003935,0.314681,0.015847,0.126938,0.002961,0.206077,0.091878,0.00406,0.007151,0.18357
1799.319946,0.012316,0.164277,0.066057,0.201451,0.006119,0.005029,0.320832,0.016316,0.133771,0.003552,0.200714,0.086236,0.006623,0.006168,0.18684
1804.329956,0.007255,0.167853,0.079337,0.202901,0.012259,0.007143,0.344595,0.019483,0.167619,0.005703,0.205857,0.125671,0.009181,0.01129,0.179568
1809.339966,-0.007831,0.164711,0.079721,0.203849,-0.003145,0.015608,0.362994,0.051423,0.149363,0.007551,0.223787,0.143526,0.007317,0.008959,0.208661
1814.349976,0.071304,0.557102,0.129796,0.680513,0.027725,0.063438,0.772231,0.176891,0.531324,0.020001,0.761938,0.633627,0.05761,0.107183,0.349383
1819.359985,-0.236239,0.650336,1.335056,-0.936173,-0.196978,-0.08052,-1.297334,-0.273932,-0.810417,-0.029954,0.076365,-0.58747,-0.037997,0.025538,1.777105
1824.369995,0.969911,-0.421119,3.689101,5.182923,0.124013,0.26,3.967702,1.359469,8.058073,0.106188,0.476052,5.132735,0.203627,0.159131,1.094066
1829.369995,3.353802,1.138917,20.27,14.745593,0.657571,0.897447,19.640444,8.966389,20.419712,0.514475,25.294655,16.62842,0.850529,0.830498,-4.53673
1834.380005,-0.024002,-0.023905,-0.040648,-0.032191,-0.020611,-0.001918,-0.033794,-0.030307,-0.05389,-0.000138,-0.048578,-0.053849,-0.003571,-0.014579,-0.033615
1839.390015,0.012819,0.03215,0.034857,0.035703,0.007806,0.003841,0.035949,0.028655,0.060002,0.000429,0.060191,0.059757,0.001196,0.014016,0.036615
1844.400024,0.021088,0.854818,0.08744,0.125866,0.007296,0.002295,0.131331,0.001356,0.294784,0.000095,0.227113,0.204865,0.001246,0.00187,0.123362
1849.410034,0.027881,0.049361,0.051442,0.053348,0.00266,0.001366,0.054586,0.040926,0.09271,0.000163,0.093141,0.087473,0.000703,0.009208,0.079616
1854.420044,0.012383,0.031795,0.034485,0.033199,-0.020239,0.00218,0.035346,0.028761,0.058377,0.000148,0.059239,0.059197,0.002466,0.008817,0.035938
1859.430054,0.015221,-0.037154,0.096899,0.09217,0.026099,0.001281,0.093275,0.043583,0.167941,0.000064,0.167186,0.136903,0.001134,0.010461,-0.068643
1864.439941,0.025002,0.173089,0.241547,0.168299,0.001092,0.000324,0.175371,0.06503,0.258867,0.000093,-0.268422,0.319552,0.000957,0.007678,0.555184
1869.439941,0.022004,0.076176,0.083979,0.083793,-0.001038,0.002227,0.081735,0.051924,0.016853,0.000167,0.144856,0.137127,0.000817,0.001349,0.082052
1874.449951,0.012928,0.064134,0.076223,0.068833,0.02261,0.00256,0.073933,0.038074,0.106943,0.000512,0.121143,0.097005,0.000821,0.003997,0.070987
1879.459961,0.022813,0.284959,0.245549,0.254204,0.021307,0.002515,0.402446,0.050704,0.06234,0.000416,0.732769,0.505211,0.001733,0.013334,-0.404433
1884.469971,-0.004177,0.257276,0.298193,0.423723,0.034512,0.004363,0.371338,0.000768,0.817051,0.00059,0.836432,0.615496,0.004453,0.006244,0.247796
1889.47998,0.052676,0.321336,0.403782,0.405853,0.011017,0.012435,0.586744,0.128179,0.590216,0.001772,0.556818,0.585234,0.006822,-0.004476,0.558278
1894.48999,0.039392,0.236762,0.042585,0.29504,0.025972,0.015417,0.640037,0.157214,0.343454,0.002638,0.748505,0.404457,0.000602,0.00871,0.760839
1899.5,0.036858,0.384317,0.06883,0.4736,0.036898,0.005738,0.450957,0.141685,0.054037,0.000911,0.066598,0.413724,0.004782,0.003275,-0.828562
1904.5,0.024134,0.032952,0.041458,0.03683,0.02186,0.001645,0.037398,-0.04533,0.062123,0.000086,0.063708,0.063198,0.001997,0.001953,0.03755
1909.51001,0.025001,0.061952,0.055522,0.055629,0.01367,0.000588,0.05654,0.038514,0.096867,0.000068,0.095379,0.090236,0.000798,0.008634,0.070929
1914.52002,0.059721,0.212289,-0.356382,0.599759,-0.023624,0.00287,0.752436,0.094772,0.880841,0.00128,0.860875,0.456886,0.005017,0.009529,0.113285
1919.530029,0.128767,0.429075,-0.896509,1.040783,0.034783,0.01109,1.068053,-0.024581,1.752797,0.003507,2.24129,0.494576,0.003933,0.042871,0.822525
1924.540039,0.049793,0.095087,0.367024,0.495836,0.015448,0.010614,0.803436,0.109761,1.007466,0.002395,0.819575,0.403006,0.005055,-0.004395,0.03269
1929.550049,0.002526,1.048228,0.169085,0.857884,0.049827,0.034812,0.923437,0.205475,2.061448,0.003537,1.368259,0.873352,0.016139,0.018718,1.079036
1934.560059,0.17739,-0.034638,0.91481,0.569858,0.107045,0.040159,0.607272,0.265853,0.098098,0.011138,0.263327,0.345661,0.015277,-0.010042,0.296441
1939.569946,0.052878,0.006254,-0.006146,0.245345,0.031901,0.012988,0.364467,0.04703,0.128546,0.006395,0.150048,0.121816,0.011631,0.010968,0.122159
1944.569946,0.01051,0.062715,0.078078,0.191258,0.024272,0.005638,0.25472,0.025954,0.079677,0.005244,0.125703,0.081455,0.003927,0.014839,0.070752
1949.579956,0.002339,0.050365,0.035268,0.17945,0.018464,0.00666,0.19973,0.00635,0.056329,0.004886,0.046931,0.073194,0.006093,0.012618,0.077729
1954.589966,0.001101,0.052144,0.049975,0.204506,0.024466,0.006487,0.285205,0.021658,0.040358,0.007782,0.022786,0.04018,0.002827,0.006376,0.057122
1959.599976,0.001989,0.040732,0.036864,0.200194,0.020001,0.008636,0.20394,0.021557,0.029184,0.003283,0.045145,0.036704,0.004147,0.007925,0.048851
1964.609985,0.008782,0.027877,0.022132,0.183682,0.005639,0.005779,0.198989,0.009987,0.019326,0.005779,0.038262,0.030745,0.004024,0.004823,0.048917
1969.619995,0.004974,0.029424,0.028017,0.192381,0.005899,0.004502,0.211037,0.010795,0.018345,0.000441,0.028794,0.030874,0.004837,0.002915,0.049557
1974.630005,0.00366,0.028181,0.02686,0.196326,0.003839,0.003743,0.212136,0.008527,0.016828,0.002515,0.02964,0.031978,0.002704,0.002786,0.049092
1979.630005,0.004396,0.02902,0.024492,0.200312,0.004774,0.004479,0.210453,0.009433,0.01776,0.002927,0.031765,0.030416,0.004181,0.004061,0.053768
1984.640015,0.003621,0.030744,0.024952,0.20341,0.004978,0.004532,0.220516,0.009646,0.017931,0.001453,0.032682,0.030111,0.003054,0.003971,0.052363
1989.650024,0.004844,0.030155,0.027912,0.201995,0.003986,0.004995,0.221264,0.008037,0.018103,0.002136,0.034062,0.030604,0.003402,0.003814,0.053765
1994.660034,0.004676,0.030026,0.026483,0.20506,0.00482,0.004469,0.22459,0.00865,0.019459,0.00318,0.033313,0.031713,0.002704,0.003578,0.058805
1999.670044,0.006846,0.034378,0.023529,0.188246,0.004596,0.003424,0.218491,0.007382,0.023265,0.002054,0.03304,0.033987,0.003706,0.005041,0.057129
2004.680054,0.014244,0.034912,0.04153,0.183918,-0.000491,0.0065,0.226736,0.01663,0.036308,0.006917,0.054816,0.044135,0.004657,0.003955,0.060426
2009.689941,0.008262,0.034002,0.023648,0.187972,0.001911,0.003909,0.226502,0.012804,0.025606,0.00327,0.047237,0.039883,0.006563,-0.000056,0.054476
2014.699951,0.004295,0.038482,0.018256,0.186264,0.005635,0.003673,0.221443,0.014186,0.028772,-0.00029,0.039339,0.036742,0.00464,0.003269,0.056042
2019.699951,0.001887,0.036355,0.025517,0.186387,0.005998,0.005156,0.224737,0.012829,0.02189,0.003036,0.045162,0.035746,0.00211,0.003817,0.059065
2024.709961,0.00586,0.037768,0.027007,0.195957,0.005811,0.00402,0.230939,0.009565,0.022651,0.002522,0.043024,0.033833,0.003052,0.003444,0.064543
2029.719971,0.004921,0.038635,0.028023,0.200615,0.005082,0.004277,0.227931,0.009711,0.022507,0.003069,0.043187,0.032818,0.003756,0.00398,0.063818
2034.72998,0.00368,0.040124,0.027192,0.206731,0.004827,0.004489,0.228335,0.008943,0.022493,0.002439,0.044593,0.034597,0.003498,0.004131,0.063011
2039.73999,0.004646,0.040955,0.029111,0.2031,0.005216,0.004806,0.220886,0.008559,0.024066,0.002475,0.044809,0.034681,0.003277,0.004544,0.06635
2044.75,0.003659,0.042889,0.029416,0.206414,0.00344,0.004065,0.219985,0.00885,0.025164,0.002598,0.046884,0.035252,0.004004,0.005089,0.067254
2049.76001,0.003559,0.043402,0.028641,0.20142,0.00571,0.003846,0.213809,0.008105,0.026389,0.003073,0.048678,0.033813,0.003668,0.004022,0.066308
2054.76001,0.004226,0.044749,0.030381,0.193607,0.005142,0.003184,0.210255,0.007753,0.026494,0.001585,0.051304,0.035217,0.002877,0.003952,0.069418
2059.77002,0.003264,0.045468,0.028215,0.203579,0.005747,0.00426,0.208525,0.007852,0.028412,0.002256,0.052092,0.036383,0.003814,0.003923,0.067818
2064.780029,0.005508,0.048002,0.02953,0.195844,0.005487,0.004032,0.203878,0.008671,0.029895,0.002809,0.053961,0.036462,0.003978,0.004802,0.07091
2069.790039,0.00389,0.048306,0.028651,0.197304,0.003397,0.004042,0.204741,0.009193,0.031419,0.002352,0.05688,0.036592,0.00385,0.003839,0.070603
2074.800049,0.004093,0.05106,0.028691,0.200542,0.004387,0.004379,0.202057,0.009743,0.032876,0.002263,0.058286,0.036801,0.0039,0.0044,0.07191
2079.810059,0.005817,0.052287,0.028195,0.202009,0.004656,0.003966,0.201775,0.009716,0.032899,0.001648,0.060999,0.035682,0.004,0.004236,0.071739
2084.820068,0.004844,0.054169,0.028529,0.200132,0.00519,0.004428,0.201273,0.009028,0.032523,0.002152,0.062723,0.036954,0.003843,0.004924,0.073681
2089.830078,0.00397,0.054108,0.029026,0.203144,0.004908,0.004518,0.199475,0.009617,0.034881,0.002536,0.063904,0.036528,0.004549,0.004231,0.073172
2094.830078,0.005177,0.056998,0.029061,0.202661,0.005013,0.004021,0.198965,0.009054,0.036121,0.00277,0.067649,0.037123,0.003908,0.004736,0.075388
2099.840088,0.005193,0.057088,0.028575,0.201687,0.004604,0.00499,0.198495,0.009558,0.036235,0.003139,0.069291,0.037099,0.003195,0.004268,0.077262
2104.850098,0.004623,0.058541,0.029629,0.202033,0.005762,0.004286,0.197334,0.009738,0.037783,0.002285,0.070833,0.037783,0.0038,0.004216,0.07779
2109.860107,0.004198,0.060046,0.030519,0.202597,0.004878,0.005225,0.198099,0.009132,0.038846,0.003123,0.07152,0.037408,0.004009,0.004822,0.079848
2114.870117,0.004419,0.060546,0.03046,0.20442,0.004486,0.004356,0.196721,0.009606,0.040644,0.002232,0.075119,0.037603,0.004592,0.004327,0.08135
2119.879883,0.004236,0.061468,0.029099,0.204483,0.00434,0.003833,0.197758,0.010366,0.042372,0.003231,0.075461,0.037476,0.004245,0.004384,0.081801
2124.889893,0.004406,0.063096,0.029871,0.202068,0.004588,0.004196,0.200205,0.00981,0.041881,0.002171,0.077706,0.038218,0.003946,0.005143,0.082769
2129.889893,0.005377,0.063791,0.031118,0.199939,0.004795,0.005307,0.201259,0.00941,0.042649,0.002315,0.079444,0.038962,0.004106,0.005144,0.084422
2134.899902,0.005182,0.063745,0.030513,0.200149,0.004638,0.004622,0.199397,0.009784,0.043723,0.002756,0.080586,0.039693,0.004289,0.005348,0.084467
2139.909912,0.004692,0.065624,0.030817,0.198795,0.00421,0.004743,0.198978,0.009651,0.045719,0.00322,0.082922,0.040508,0.004241,0.004851,0.083873
2144.919922,0.004994,0.066064,0.030837,0.197299,0.003737,0.004348,0.201602,0.009906,0.045866,0.002781,0.083156,0.040361,0.004236,0.00548,0.084646
2149.929932,0.004899,0.066096,0.031803,0.197406,0.005447,0.004889,0.202892,0.009861,0.047252,0.002788,0.085118,0.040344,0.004154,0.004823,0.086216
2154.939941,0.004182,0.067617,0.031618,0.193743,0.004222,0.005166,0.205705,0.009923,0.04866,0.002611,0.08684,0.042208,0.004167,0.004592,0.08812
2159.949951,0.005488,0.068911,0.031187,0.191933,0.005039,0.004663,0.205501,0.010127,0.048966,0.003677,0.087791,0.04266,0.004751,0.00459,0.089221
2164.959961,0.004758,0.068828,0.031516,0.19124,0.005203,0.004724,0.207664,0.009447,0.048998,0.002997,0.08687,0.04284,0.003281,0.004199,0.090999
2169.959961,0.005016,0.070789,0.034063,0.190415,0.003476,0.004435,0.207071,0.009822,0.050005,0.002096,0.087376,0.042145,0.003444,0.00543,0.089097
2174.969971,0.003814,0.070959,0.03307,0.189895,0.003984,0.004543,0.208618,0.010464,0.050549,0.002722,0.09039,0.043282,0.004196,0.00584,0.092086
2179.97998,0.005364,0.072448,0.032358,0.190061,0.002746,0.004477,0.212238,0.010144,0.052414,0.002435,0.091883,0.044684,0.004598,0.004986,0.092939
2184.98999,0.003373,0.072971,0.034105,0.190628,0.005282,0.004525,0.214748,0.010353,0.053555,0.002882,0.094583,0.044834,0.004018,0.004434,0.095903
2190,0.004475,0.07411,0.034467,0.187427,0.004302,0.005475,0.21564,0.010877,0.054449,0.003881,0.094325,0.044374,0.004432,0.003209,0.094921
2195.01001,0.005099,0.074314,0.032835,0.187442,0.004568,0.004982,0.213189,0.009496,0.054396,0.002402,0.094895,0.046284,0.003288,0.004988,0.094957
2200.02002,0.005547,0.075557,0.034818,0.180392,0.00489,0.004633,0.21399,0.009253,0.05357,0.002836,0.094296,0.045571,0.003631,0.004469,0.09451
2205.02002,0.004684,0.076219,0.033747,0.178833,0.004821,0.005003,0.215267,0.010145,0.053429,0.002914,0.096188,0.045538,0.004458,0.005983,0.094981
2210.030029,0.004476,0.076604,0.034213,0.178766,0.004277,0.005209,0.218308,0.009778,0.054076,0.003274,0.094001,0.047193,0.003943,0.005962,0.096203
2215.040039,0.005581,0.076572,0.034789,0.182032,0.005676,0.004418,0.215338,0.009908,0.05374,0.003353,0.094373,0.047277,0.003775,0.005369,0.096772
2220.050049,0.004845,0.076289,0.03274,0.187701,0.004993,0.003773,0.21636,0.010389,0.054119,0.00217,0.097534,0.046282,0.003809,0.005147,0.097118
2225.060059,0.004309,0.075812,0.033591,0.186588,0.004227,0.004734,0.213189,0.00999,0.055631,0.002349,0.094251,0.045674,0.004185,0.005588,0.09538
2230.070068,0.00515,0.076352,0.032201,0.184161,0.003822,0.004902,0.210799,0.010156,0.053797,0.003226,0.093657,0.04461,0.004853,0.005145,0.095002
2235.080078,0.004449,0.07496,0.033036,0.184297,0.003818,0.005586,0.204906,0.00938,0.052693,0.004249,0.092207,0.043802,0.003818,0.004001,0.092234
2240.090088,0.005227,0.074021,0.031118,0.183021,0.00449,0.00508,0.198766,0.009439,0.051881,0.002578,0.092416,0.042077,0.003571,0.005562,0.089969
2245.090088,0.004236,0.074068,0.030261,0.18089,0.006,0.004431,0.193992,0.009627,0.052869,0.002794,0.089227,0.042509,0.00439,0.00422,0.088867
2250.100098,0.005042,0.072335,0.028949,0.180374,0.003923,0.0039,0.187669,0.008808,0.051133,0.002832,0.091136,0.039664,0.004347,0.003675,0.083882
2255.110107,0.003841,0.070257,0.030176,0.177784,0.003515,0.004665,0.182208,0.009795,0.050066,0.002299,0.085993,0.039285,0.003386,0.004672,0.082873
2260.120117,0.003894,0.068684,0.02832,0.178292,0.004846,0.004765,0.178471,0.009512,0.04832,0.003287,0.083924,0.037587,0.004321,0.00481,0.080143
2265.129883,0.005767,0.066978,0.029339,0.176267,0.004274,0.004131,0.173131,0.00906,0.048127,0.002449,0.080786,0.035452,0.003253,0.004659,0.077175
2270.139893,0.004793,0.064717,0.026628,0.172672,0.00349,0.004242,0.169958,0.009237,0.044053,0.003366,0.079383,0.035008,0.00411,0.003958,0.07731
2275.149902,0.002842,0.062262,0.027312,0.17177,0.004041,0.002843,0.165463,0.00946,0.044235,0.002455,0.076204,0.033775,0.003997,0.004173,0.073905
2280.149902,0.004132,0.062526,0.026147,0.170032,0.004653,0.004858,0.166358,0.008837,0.042112,0.00162,0.076556,0.034162,0.003572,0.003473,0.072974
2285.159912,0.004398,0.060056,0.026466,0.171153,0.0033,0.003268,0.166341,0.008723,0.040693,0.002547,0.073489,0.034337,0.004243,0.004517,0.071564
2290.169922,0.005156,0.058733,0.025202,0.167959,0.003327,0.003962,0.164306,0.008217,0.039097,0.003465,0.072505,0.033127,0.00392,0.003845,0.070889
2295.179932,0.003765,0.056985,0.024718,0.166231,0.003581,0.00502,0.160907,0.00929,0.040146,0.002795,0.071671,0.032519,0.004492,0.003756,0.068636
2300.189941,0.002951,0.056103,0.023773,0.165218,0.002337,0.003711,0.15922,0.008892,0.03804,0.001764,0.068621,0.031669,0.00399,0.004285,0.066496
2305.199951,0.003744,0.05267,0.024362,0.163273,0.004182,0.004419,0.157237,0.007983,0.037162,0.002887,0.066214,0.030573,0.003283,0.005499,0.062609
2310.209961,0.004919,0.052868,0.024441,0.163734,0.003724,0.004212,0.156122,0.008311,0.035815,0.001931,0.065075,0.030716,0.00254,0.004656,0.06488
2315.219971,0.004271,0.051641,0.02389,0.161403,0.004537,0.004098,0.153474,0.007615,0.033416,0.004182,0.065164,0.029265,0.004454,0.004152,0.064059
2320.219971,0.00232,0.050701,0.021542,0.156403,0.004429,0.003654,0.153996,0.00754,0.034409,0.001724,0.063585,0.029851,0.003524,0.004058,0.061312
2325.22998,0.002763,0.05058,0.021855,0.162826,0.004007,0.004301,0.151599,0.008089,0.033376,0.003623,0.060774,0.02893,0.004069,0.003358,0.062421
2330.23999,0.003004,0.04909,0.024175,0.160956,0.002735,0.004634,0.151127,0.007708,0.032404,0.001659,0.060401,0.02883,0.003906,0.004948,0.061721
2335.25,0.004065,0.048389,0.021036,0.161903,0.002003,0.003751,0.153637,0.007204,0.030845,0.002525,0.058886,0.029294,0.004152,0.003286,0.059095
2340.26001,0.005178,0.047845,0.022962,0.153283,0.002895,0.003762,0.149801,0.007756,0.031759,0.003634,0.054901,0.028664,0.002031,0.003967,0.059567
2345.27002,0.004396,0.047505,0.020694,0.154198,0.00342,0.00345,0.153068,0.006888,0.02915,0.002487,0.055537,0.027089,0.002455,0.005794,0.058312
2350.280029,0.004186,0.044293,0.02113,0.151197,0.003929,0.004533,0.150682,0.007129,0.027868,0.001421,0.052381,0.028467,0.003258,0.004192,0.059071
2355.280029,0.004169,0.044107,0.021527,0.154094,0.0026,0.003358,0.146857,0.008189,0.027472,0.002777,0.048938,0.028822,0.004455,0.002766,0.056456
2360.290039,0.004562,0.041567,0.022468,0.154384,0.00519,0.003142,0.148712,0.007244,0.025456,0.00189,0.047202,0.025922,0.003365,0.002861,0.054833
2365.300049,0.00119,0.040505,0.022782,0.1495,0.002529,0.004702,0.151065,0.006287,0.023833,0.001818,0.048874,0.026384,0.003083,0.0059,0.056174
2370.310059,0.005742,0.037443,0.019557,0.145299,0.004652,0.002792,0.142009,0.006823,0.02769,0.002508,0.049142,0.027021,0.00319,0.001967,0.050509
2375.320068,0.004157,0.039118,0.019471,0.148673,0.002412,0.00473,0.147773,0.00739,0.025222,0.003742,0.044073,0.028287,0.002412,0.001701,0.051167
