Wavelength,water,soil,npv,veg,sav,emr
1644.050049,0.012461,0.282878,0.295294,0.246441,0.012919,0.201584
1649.060059,0.012375,0.284704,0.296479,0.246392,0.012888,0.201003
1654.069946,0.012486,0.285476,0.296077,0.248278,0.01313,0.202668
1659.079956,0.012325,0.284178,0.294923,0.25173,0.013111,0.202822
1664.089966,0.012478,0.284013,0.293226,0.247971,0.013179,0.202566
1669.099976,0.012997,0.28468,0.291975,0.248862,0.012955,0.201922
1674.109985,0.012666,0.283341,0.292069,0.251014,0.01293,0.200845
1679.109985,0.012379,0.28342,0.29111,0.252809,0.012891,0.201195
1684.119995,0.011822,0.283526,0.286859,0.250393,0.012615,0.199683
1689.130005,0.01207,0.284423,0.286663,0.249631,0.012948,0.201572
1694.140015,0.012014,0.282638,0.283197,0.247057,0.012465,0.200771
1699.150024,0.011646,0.283004,0.28147,0.244978,0.012881,0.199188
1704.160034,0.012109,0.282544,0.28179,0.24468,0.012305,0.197838
1709.170044,0.011354,0.280738,0.280957,0.242967,0.012745,0.198008
1714.170044,0.0117,0.280478,0.281253,0.240393,0.012911,0.193268
1719.180054,0.011879,0.280599,0.277331,0.239824,0.012701,0.192668
1724.189941,0.010589,0.275614,0.273224,0.236984,0.012178,0.190607
1729.199951,0.011425,0.27629,0.273028,0.233939,0.011788,0.189956
1734.209961,0.011088,0.279923,0.273576,0.231939,0.012373,0.187535
1739.219971,0.010772,0.277886,0.274881,0.229976,0.012326,0.187633
1744.22998,0.011192,0.277608,0.275823,0.22621,0.012711,0.186755
1749.23999,0.010916,0.276957,0.277066,0.222279,0.011567,0.184967
1754.23999,0.01093,0.27705,0.275274,0.221235,0.01179,0.185406
1759.25,0.010671,0.276234,0.273497,0.216416,0.011716,0.182737
1764.26001,0.010194,0.277437,0.274202,0.212375,0.011864,0.179246
1769.27002,0.010111,0.273635,0.270212,0.210795,0.010677,0.176484
1774.280029,0.009728,0.271257,0.270741,0.208885,0.011427,0.176473
1779.290039,0.008863,0.268158,0.268255,0.207002,0.011336,0.176773
1784.300049,0.009034,0.267381,0.268188,0.203246,0.010516,0.174957
1789.300049,0.009628,0.267595,0.268126,0.202187,0.00981,0.175382
1794.310059,0.008011,0.254471,0.270577,0.208406,0.008967,0.174591
1799.319946,0.008346,0.258055,0.274042,0.212461,0.011454,0.178845
1804.329956,0.013932,0.257981,0.288277,0.229203,0.010721,0.187639
1809.339966,0.026639,0.286632,0.321689,0.287116,0.022383,0.187556
1814.349976,0.0531,0.448737,0.880068,0.444121,0.078205,0.453512
1819.359985,-0.096358,-0.60711,-1.088396,-0.136979,-0.146775,-0.533585
1824.369995,0.287168,3.562552,4.147544,2.960346,0.533576,2.153533
1829.369995,2.069701,6.714127,21.57608,8.030631,2.843129,15.319388
1834.380005,-0.004347,-0.029654,-0.030455,-0.028948,-0.010839,-0.029973
1839.390015,0.006122,0.032031,0.032229,0.031961,0.014217,0.032226
1844.400024,0.002854,0.097177,0.110839,0.115977,0.008893,0.091466
1849.410034,0.004147,0.046578,0.049094,0.049959,0.006651,0.046525
1854.420044,0.00411,0.031468,0.031874,0.031554,0.000942,0.031962
1859.430054,0.004636,0.073398,0.08525,0.090998,0.008418,0.087634
1864.439941,0.002534,0.134188,0.151186,0.158151,0.008628,0.146096
1869.439941,0.003069,0.066326,0.075542,0.075592,-0.071659,0.073022
1874.449951,0.00547,0.057257,0.065516,0.06665,0.003655,0.061246
1879.459961,0.003231,0.193683,0.380754,0.342494,-0.009503,0.220266
1884.469971,0.00959,0.247933,0.353922,0.182734,0.021367,0.146127
1889.47998,0.014362,0.264407,0.476986,0.309481,0.013521,0.336101
1894.48999,0.022559,0.271112,0.508081,0.287384,0.024391,0.292566
1899.5,0.001391,0.276719,0.367932,0.351402,0.024742,0.225543
